Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-February-2018,1030.00,1069.00,1000.00,1058.35,1034.776742245096675476,7189,313,7439010.00,1455,20.24,69.00,28.35
5-February-2018,1089.00,1089.00,1032.90,1081.85,1057.576553894571203776,6355,541,6720899.00,2583,40.65,56.10,-7.15
2-February-2018,1107.70,1125.00,1083.20,1095.20,1094.285190615835777126,2728,300,2985210.00,1857,68.07,41.80,-12.50
1-February-2018,1095.15,1149.00,1095.15,1129.85,1128.577014783023366714,2097,338,2366626.00,773,36.86,53.85,34.70
31-January-2018,1100.45,1121.05,1094.25,1109.50,1104.290289256198347107,4840,220,5344765.00,697,14.40,26.80,9.05
30-January-2018,1122.95,1129.05,1071.10,1125.10,1096.982600131319763624,3046,304,3341409.00,1688,55.42,57.95,2.15
29-January-2018,1150.00,1150.00,1114.15,1135.80,1136.616017859634435607,7167,552,8146127.00,2800,39.07,35.85,-14.20
25-January-2018,1160.00,1177.00,1133.85,1151.70,1150.138045738045738045,2405,318,2766082.00,1308,54.39,43.15,-8.30
24-January-2018,1140.05,1151.40,1133.00,1146.40,1143.732673267326732673,1313,119,1501721.00,1102,83.93,18.40,6.35
23-January-2018,1148.00,1153.85,1140.30,1146.20,1148.085330216247808299,11977,96,13750618.00,10357,86.47,13.55,-1.80
22-January-2018,1105.00,1193.95,1105.00,1171.35,1143.828290193219103171,5486,230,6275042.00,1238,22.57,88.95,66.35
19-January-2018,1147.40,1147.40,1108.00,1123.95,1126.313297872340425531,1880,170,2117469.00,966,51.38,39.40,-23.45
18-January-2018,1168.55,1177.50,1130.00,1147.40,1161.515488018702513150,3422,449,3974706.00,1573,45.97,47.50,-21.15
17-January-2018,1140.05,1167.40,1122.75,1148.05,1144.623519599666388657,5995,166,6862018.00,679,11.33,44.65,8.00
16-January-2018,1122.40,1164.95,1122.35,1140.35,1140.259451795841209829,4232,366,4825578.00,2110,49.86,42.60,17.95
15-January-2018,1139.25,1149.95,1119.00,1130.70,1134.441433566433566433,2288,282,2595602.00,1478,64.60,30.95,-8.55
12-January-2018,1147.00,1147.60,1125.30,1131.50,1135.568592057761732851,1108,143,1258210.00,689,62.18,22.30,-15.50
11-January-2018,1170.00,1175.00,1133.40,1141.80,1149.212850025768768252,23284,369,26758272.00,1403,6.03,41.60,-28.20
10-January-2018,1144.00,1167.00,1109.80,1152.40,1147.292538915727321524,1863,260,2137406.00,890,47.77,57.20,8.40
9-January-2018,1134.00,1153.00,1133.50,1149.95,1147.078003696857670979,2705,230,3102846.00,2099,77.60,19.50,15.95
8-January-2018,1144.05,1150.00,1134.90,1145.50,1146.035384124960153012,3137,365,3595113.00,2033,64.81,15.10,1.45
5-January-2018,1132.65,1147.95,1130.00,1137.15,1138.924504158669225847,3126,397,3560278.00,1777,56.85,17.95,4.50
4-January-2018,1145.00,1145.00,1100.50,1124.35,1121.254057868736767819,1417,142,1588817.00,857,60.48,44.50,-20.65
3-January-2018,1125.00,1131.00,1090.00,1115.70,1118.904634581105169340,1122,116,1255411.00,617,54.99,41.00,-9.30
2-January-2018,1125.00,1125.00,1100.65,1116.75,1115.339226973684210526,2432,228,2712505.00,1328,54.61,24.35,-8.25
1-January-2018,1115.00,1135.00,1114.15,1119.15,1119.847940074906367041,4005,372,4484991.00,2280,56.93,20.85,4.15
29-December-2017,1114.00,1120.00,1104.00,1112.95,1111.556211562115621156,4065,248,4518476.00,2758,67.85,16.00,-1.05
28-December-2017,1100.00,1119.95,1078.95,1103.90,1100.262839248434237995,4790,424,5270259.00,2613,54.55,41.00,3.90
27-December-2017,1099.50,1099.50,1073.30,1094.95,1092.068567549219280380,1473,152,1608617.00,1102,74.81,26.20,-4.55
26-December-2017,1091.45,1096.00,1075.00,1081.55,1080.905754693977078761,8202,706,8865589.00,1903,23.20,21.00,-9.90
22-December-2017,1077.00,1091.95,1073.75,1085.85,1083.506039150354019158,2401,199,2601498.00,2103,87.59,18.20,8.85
21-December-2017,1080.00,1090.65,1057.10,1065.30,1066.126086956521739130,920,136,980836.00,494,53.70,33.55,-14.70
20-December-2017,1075.00,1080.00,1062.60,1069.80,1067.983895319577252138,1987,334,2122084.00,1245,62.66,17.40,-5.20
19-December-2017,1086.70,1086.70,1061.20,1071.20,1070.083314644539134335,26754,179,28629009.00,26134,97.68,25.50,-15.50
18-December-2017,1055.80,1070.00,1032.40,1061.00,1060.281404772624943719,2221,287,2354885.00,516,23.23,37.60,5.20
15-December-2017,1080.00,1096.00,1055.50,1074.55,1072.303506130350613035,4649,388,4985139.00,2547,54.79,40.50,-5.45
14-December-2017,1047.50,1076.00,1031.10,1064.45,1048.648642872408634323,9358,530,9813254.00,2289,24.46,44.90,16.95
13-December-2017,990.00,1071.00,990.00,1054.15,1042.418434721366317457,11359,1076,11840831.00,2267,19.96,81.00,64.15
12-December-2017,1005.90,1008.95,984.00,989.70,991.663000439947206335,2273,201,2254050.00,1791,78.79,24.95,-16.20
11-December-2017,995.00,1013.15,995.00,999.80,1001.212552301255230125,1195,105,1196449.00,699,58.49,18.15,4.80
8-December-2017,1001.95,1004.00,993.10,997.40,1000.362058993637941006,1729,136,1729626.00,498,28.80,10.90,-4.55
7-December-2017,997.00,1003.30,995.50,997.75,998.192380952380952380,525,60,524051.00,330,62.86,7.80,0.75
6-December-2017,1010.00,1020.00,980.00,998.10,998.047370708387657540,9204,721,9186028.00,3297,35.82,40.00,-11.90
5-December-2017,994.15,1000.00,984.50,993.15,993.115008702637568616,7469,285,7417576.00,1092,14.62,15.50,-1.00
4-December-2017,995.20,998.30,984.00,992.30,992.736389684813753581,698,122,692930.00,316,45.27,14.30,-2.90
1-December-2017,1002.20,1002.65,977.30,985.80,992.682745825602968460,1078,146,1070112.00,542,50.28,25.35,-16.40
30-November-2017,983.00,1003.10,983.00,996.95,996.711931290622098421,4308,94,4293835.00,521,12.09,20.10,13.95
29-November-2017,984.25,999.80,892.00,992.55,972.034297963558413719,933,104,906908.00,480,51.45,107.80,8.30
28-November-2017,1000.00,1003.65,980.00,994.05,995.423558897243107769,1197,127,1191522.00,710,59.31,23.65,-5.95
27-November-2017,993.45,1010.00,988.00,991.25,993.069286016054076890,2367,122,2350595.00,1215,51.33,22.00,-2.20
24-November-2017,993.75,1010.00,990.30,1000.60,1003.614673485444531864,5084,108,5102377.00,196,3.86,19.70,6.85
23-November-2017,1002.80,1003.60,997.95,998.40,1000.542895442359249329,746,102,746405.00,394,52.82,5.65,-4.40
22-November-2017,996.00,1020.45,990.10,997.85,997.200601257174091281,3659,474,3648757.00,1015,27.74,30.35,1.85
21-November-2017,1032.00,1040.70,987.00,993.60,1001.361350844277673545,2665,357,2668628.00,1626,61.01,53.70,-38.40
20-November-2017,1069.45,1079.25,1025.20,1031.20,1042.208915145005370569,7448,792,7762372.00,4404,59.13,54.05,-38.25
17-November-2017,1100.00,1100.00,1069.00,1082.85,1084.740118577075098814,1012,129,1097757.00,519,51.28,31.00,-17.15
16-November-2017,1090.00,1090.00,1038.40,1069.20,1069.669658119658119658,2340,165,2503027.00,722,30.85,51.60,-20.80
15-November-2017,1077.00,1107.00,1043.60,1054.15,1081.994796685295818076,5189,453,5614471.00,2476,47.72,63.40,-22.85
14-November-2017,1051.00,1090.00,1040.55,1076.90,1069.894282892042306117,41507,372,44408102.00,39407,94.94,49.45,25.90
13-November-2017,1045.00,1100.00,1038.00,1049.85,1060.775682539682539682,15750,1330,16707217.00,8137,51.66,62.00,4.85
10-November-2017,1014.55,1042.10,1014.50,1036.90,1037.506149832277301528,2683,252,2783629.00,2399,89.41,27.60,22.35
9-November-2017,1023.00,1031.00,1002.15,1027.45,1026.904102564102564102,1950,117,2002463.00,1667,85.49,28.85,4.45
8-November-2017,1016.00,1041.00,1012.00,1023.65,1027.026202880784554091,6526,687,6702373.00,1951,29.90,29.00,7.65
7-November-2017,1007.00,1033.00,1002.00,1022.80,1018.657482441923284710,1851,164,1885535.00,960,51.86,31.00,15.80
6-November-2017,1000.00,1005.00,996.00,999.90,998.941747572815533980,824,75,823128.00,526,63.83,9.00,-0.10
3-November-2017,1012.30,1012.30,993.05,1000.45,999.410865874363327674,589,82,588653.00,209,35.48,19.25,-11.85
2-November-2017,995.90,1008.90,978.75,1004.35,998.381092190252495596,1703,160,1700243.00,783,45.98,30.15,8.45
1-November-2017,1002.40,1010.00,995.00,1004.50,1004.538638102524866105,1307,191,1312932.00,899,68.78,15.00,2.10
31-October-2017,1006.00,1008.00,990.50,1004.75,1004.373880597014925373,1340,177,1345861.00,820,61.19,17.50,-1.25
30-October-2017,1008.10,1009.90,1000.00,1007.15,1004.883537653239929947,1142,105,1147577.00,857,75.04,9.90,-0.95
27-October-2017,991.50,1009.00,990.00,1005.00,1003.465583913379737045,2586,128,2594962.00,2288,88.48,19.00,13.50
26-October-2017,973.80,1000.00,968.00,997.80,990.050608272506082725,2055,186,2034554.00,1294,62.97,32.00,24.00
25-October-2017,991.70,993.10,975.05,981.60,983.711359404096834264,2685,241,2641265.00,858,31.96,18.05,-10.10
24-October-2017,955.05,987.00,954.60,981.35,976.943873517786561264,1265,229,1235834.00,583,46.09,32.40,26.30
23-October-2017,977.00,977.00,950.00,954.25,954.839638157894736842,1216,137,1161085.00,754,62.01,27.00,-22.75
19-October-2017,974.75,977.00,965.00,970.65,972.270142180094786729,633,60,615447.00,508,80.25,12.00,-4.10
18-October-2017,956.85,962.55,950.00,953.95,956.470866141732283464,635,120,607359.00,306,48.19,12.55,-2.90
17-October-2017,951.95,969.90,941.35,958.95,950.874334398296059637,939,101,892871.00,599,63.79,28.55,7.00
16-October-2017,957.00,962.00,946.70,951.40,954.607066381156316916,934,118,891603.00,452,48.39,15.30,-5.60
13-October-2017,975.00,977.00,950.00,954.95,966.824306064934563564,129515,252,125218250.00,127685,98.59,27.00,-20.05
12-October-2017,980.00,980.00,974.00,975.25,975.614457831325301204,332,57,323904.00,164,49.40,6.00,-4.75
11-October-2017,981.00,985.00,970.00,979.45,981.107799304520615996,2013,108,1974970.00,870,43.22,15.00,-1.55
10-October-2017,980.00,983.20,970.50,975.35,978.004920049200492004,813,84,795118.00,326,40.10,12.70,-4.65
9-October-2017,975.00,983.60,966.30,973.40,975.250000000000000000,1780,206,1735945.00,894,50.22,17.30,-1.60
6-October-2017,977.75,984.75,969.00,971.35,976.031630170316301703,822,158,802298.00,485,59.00,15.75,-6.40
5-October-2017,980.70,990.00,966.35,979.85,976.572642310960067969,1177,120,1149426.00,708,60.15,23.65,-0.85
4-October-2017,962.90,990.90,962.90,980.15,982.150669642857142857,2688,144,2640021.00,1758,65.40,28.00,17.25
3-October-2017,960.80,974.60,943.20,963.95,962.737796373779637377,717,118,690283.00,474,66.11,31.40,3.15
29-September-2017,955.35,962.80,948.00,956.10,955.172995780590717299,1185,83,1131880.00,872,73.59,14.80,0.75
28-September-2017,951.00,969.00,938.15,951.90,951.247696621711844037,7489,124,7123894.00,3338,44.57,30.85,0.90
27-September-2017,964.85,966.50,951.25,963.45,959.526013513513513513,5920,106,5680394.00,948,16.01,15.25,-1.40
26-September-2017,950.05,960.10,938.10,956.40,945.400276625172890733,3615,147,3417622.00,448,12.39,22.00,6.35
25-September-2017,944.60,955.00,926.25,944.45,937.186361095584125209,8945,219,8383132.00,2285,25.54,28.75,-0.15
22-September-2017,985.00,985.00,944.00,951.80,968.303301450169700709,3241,226,3138271.00,2194,67.70,41.00,-33.20
21-September-2017,1007.00,1007.00,982.50,992.55,993.371819338422391857,3144,198,3123161.00,1589,50.54,24.50,-14.45
20-September-2017,1019.40,1021.00,1004.15,1013.10,1015.754874651810584958,359,44,364656.00,219,61.00,16.85,-6.30
19-September-2017,1010.05,1027.00,1003.25,1022.35,1017.201520912547528517,1841,196,1872668.00,785,42.64,23.75,12.30
18-September-2017,1006.50,1030.00,997.30,1019.65,1010.303071985327831270,2181,273,2203471.00,576,26.41,32.70,13.15
15-September-2017,1037.30,1042.55,991.00,1004.65,1003.332965551060438886,8157,546,8184187.00,3637,44.59,51.55,-32.65
14-September-2017,1050.25,1071.00,1025.00,1035.75,1054.158760520275439938,2614,206,2755571.00,691,26.43,46.00,-14.50
13-September-2017,1042.15,1064.45,1036.65,1052.95,1052.936336924583741429,2042,178,2150096.00,1190,58.28,27.80,10.80
12-September-2017,1022.65,1055.00,1022.65,1040.35,1040.166452648475120385,6230,302,6480237.00,2877,46.18,32.35,17.70
11-September-2017,1026.85,1034.95,1019.65,1023.75,1026.348659003831417624,522,48,535754.00,292,55.94,15.30,-3.10
8-September-2017,1010.00,1043.65,1010.00,1023.30,1010.260651934570619691,254320,347,256929489.00,251296,98.81,33.65,13.30
7-September-2017,1014.25,1022.25,1009.95,1010.50,1013.165048543689320388,309,51,313068.00,214,69.26,12.30,-3.75
6-September-2017,1011.65,1022.00,1009.00,1018.90,1013.060827250608272506,411,53,416368.00,236,57.42,13.00,7.25
5-September-2017,1006.45,1023.40,1005.00,1020.75,1018.008450704225352112,710,87,722786.00,248,34.93,18.40,14.30
4-September-2017,1015.00,1015.00,995.00,1002.50,1003.307692307692307692,728,77,730408.00,424,58.24,20.00,-12.50
1-September-2017,997.05,1018.30,997.05,1010.45,1010.461165048543689320,206,41,208155.00,56,27.18,21.25,13.40
31-August-2017,1010.00,1017.50,997.00,1004.65,1009.135838150289017341,346,53,349161.00,185,53.47,20.50,-5.35
30-August-2017,991.50,1023.45,991.50,1008.30,1005.793281653746770025,774,88,778484.00,330,42.64,31.95,16.80
29-August-2017,1009.10,1015.00,991.00,997.55,999.079346557759626604,857,305,856211.00,572,66.74,24.00,-11.55
28-August-2017,1016.10,1018.50,1001.50,1011.10,1012.774856203779786359,1217,108,1232547.00,534,43.88,17.00,-5.00
24-August-2017,1002.10,1024.95,1002.10,1018.60,1011.601328903654485049,301,48,304492.00,127,42.19,22.85,16.50
23-August-2017,1008.85,1015.70,1001.50,1012.55,1007.880092592592592592,2160,36,2177021.00,52,2.41,14.20,3.70
22-August-2017,992.50,1018.60,991.00,1013.40,1004.156498673740053050,377,28,378567.00,262,69.50,27.60,20.90
21-August-2017,1009.15,1017.65,990.35,994.85,1002.750000000000000000,908,110,910497.00,413,45.48,27.30,-14.30
18-August-2017,1016.85,1016.85,999.00,1005.95,1005.006269592476489028,957,75,961791.00,780,81.50,17.85,-10.90
17-August-2017,1047.25,1050.00,1013.05,1032.40,1029.208034433285509325,697,114,717358.00,282,40.46,36.95,-14.85
16-August-2017,1039.00,1044.95,1027.30,1032.65,1038.264705882352941176,1020,124,1059030.00,680,66.67,17.65,-6.35
14-August-2017,1059.90,1073.40,1032.75,1038.70,1044.644086415232515562,2731,298,2852923.00,1520,55.66,40.65,-21.20
11-August-2017,995.00,1039.00,975.00,1019.85,998.040548970679975046,3206,256,3199718.00,1940,60.51,64.00,24.85
10-August-2017,1016.00,1025.00,997.00,1016.65,1015.473594548551959114,2935,382,2980415.00,1531,52.16,28.00,0.65
9-August-2017,1014.15,1030.00,998.75,1025.75,1015.766809367917401158,3971,108,4033610.00,643,16.19,31.25,11.60
8-August-2017,1023.30,1036.00,1005.65,1032.75,1022.489898989898989898,1386,182,1417171.00,631,45.53,30.35,9.45
7-August-2017,1004.10,1034.00,1004.10,1023.30,1020.270547945205479452,292,59,297919.00,132,45.21,29.90,19.20
4-August-2017,1010.00,1014.40,1003.30,1008.15,1007.084112149532710280,321,43,323274.00,262,81.62,11.10,-1.85
3-August-2017,1007.05,1014.60,993.00,1010.55,1006.044362292051756007,541,114,544270.00,267,49.35,21.60,3.50
2-August-2017,1018.00,1021.70,996.10,1004.15,1006.527022375215146299,5810,332,5847922.00,1657,28.52,25.60,-13.85
1-August-2017,1010.45,1027.50,1009.00,1014.85,1017.876923076923076923,3250,143,3308100.00,897,27.60,18.50,4.40
31-July-2017,1021.80,1026.00,1010.00,1018.85,1019.403302752293577981,2725,192,2777874.00,1584,58.13,16.00,-2.95
28-July-2017,999.70,1025.00,988.00,1009.50,1008.901111111111111111,1800,227,1816022.00,972,54.00,37.00,9.80
27-July-2017,992.95,1037.00,987.10,1006.60,1020.049556313993174061,7325,309,7471863.00,1114,15.21,49.90,13.65
26-July-2017,973.00,992.80,971.25,988.10,978.208118081180811808,1355,112,1325472.00,913,67.38,21.55,15.10
25-July-2017,988.90,989.90,972.00,972.90,977.208112874779541446,567,109,554077.00,335,59.08,17.90,-16.00
24-July-2017,983.00,990.00,975.00,984.55,982.498233215547703180,1132,190,1112188.00,812,71.73,15.00,1.55
21-July-2017,980.00,996.00,963.00,982.60,981.839200761179828734,2102,208,2063826.00,1289,61.32,33.00,2.60
20-July-2017,975.55,990.00,966.00,979.30,970.908684863523573200,4030,49,3912762.00,925,22.95,24.00,3.75
19-July-2017,991.20,992.70,967.50,976.65,978.159216166564605021,1633,167,1597334.00,1089,66.69,25.20,-14.55
18-July-2017,983.00,989.50,966.05,975.50,982.006756756756756756,2220,216,2180055.00,1063,47.88,23.45,-7.50
17-July-2017,961.30,974.90,955.00,970.20,962.042356944568818841,11167,156,10743127.00,10484,93.88,19.90,8.90
14-July-2017,970.00,970.25,952.05,963.00,960.982562038900067069,1491,152,1432825.00,710,47.62,18.20,-7.00
13-July-2017,978.95,989.75,948.55,972.80,964.055928787369835404,5954,359,5739989.00,2360,39.64,41.20,-6.15
12-July-2017,971.15,977.40,964.60,970.05,970.468513853904282115,397,50,385276.00,302,76.07,12.80,-1.10
11-July-2017,973.00,975.00,964.35,973.30,968.997644287396937573,849,79,822679.00,311,36.63,10.65,0.30
10-July-2017,957.00,980.00,957.00,973.15,974.210945934723029648,12041,418,11730474.00,11495,95.47,23.00,16.15
7-July-2017,977.35,977.35,966.05,970.45,971.017838405036726128,4765,91,4626900.00,4181,87.74,11.30,-6.90
6-July-2017,982.00,982.00,967.45,979.95,978.437779195915762603,1567,72,1533212.00,1117,71.28,14.55,-2.05
5-July-2017,976.75,980.25,975.00,979.90,979.191836734693877551,3185,107,3118726.00,2288,71.84,5.25,3.15
4-July-2017,950.00,978.00,948.00,970.40,966.482238691541017122,3913,285,3781845.00,2632,67.26,30.00,20.40
3-July-2017,939.50,955.00,939.00,949.65,948.797777777777777777,900,69,853918.00,644,71.56,16.00,10.15
30-June-2017,937.20,945.50,927.70,939.50,935.243813015582034830,1091,77,1020351.00,550,50.41,17.80,2.30
29-June-2017,954.65,954.70,927.55,933.55,940.891578791029258874,6733,107,6335023.00,3365,49.98,27.15,-21.10
28-June-2017,945.00,949.60,937.95,946.40,944.088349514563106796,1030,75,972411.00,851,82.62,11.65,1.40
27-June-2017,954.00,954.00,932.00,944.70,944.344580182276517355,5157,216,4869985.00,2355,45.67,22.00,-9.30
23-June-2017,995.00,995.00,962.00,965.95,971.220638153428377460,1473,179,1430608.00,651,44.20,33.00,-29.05
22-June-2017,989.00,989.00,967.00,983.25,981.202072538860103626,1930,234,1893720.00,1020,52.85,22.00,-5.75
21-June-2017,993.00,993.05,975.20,981.75,986.396967608545830461,1451,154,1431262.00,1133,78.08,17.85,-11.25
20-June-2017,995.00,1012.60,995.00,998.65,1002.564643799472295514,758,111,759944.00,486,64.12,17.60,3.65
19-June-2017,1026.90,1027.20,992.00,998.70,1000.755705560912889746,3111,160,3113351.00,2040,65.57,35.20,-28.20
16-June-2017,1026.70,1026.70,982.00,1012.20,1007.630328178046020369,2651,190,2671228.00,1470,55.45,44.70,-14.50
15-June-2017,1049.20,1054.65,1024.90,1029.55,1036.387622149837133550,614,61,636342.00,261,42.51,29.75,-19.65
14-June-2017,1025.00,1065.00,1025.00,1047.45,1049.375115207373271889,1085,119,1138572.00,468,43.13,40.00,22.45
13-June-2017,1034.90,1037.60,1017.00,1027.25,1027.866729678638941398,2116,107,2174966.00,1545,73.02,20.60,-7.65
12-June-2017,1012.00,1036.25,1012.00,1021.40,1025.524780175859312549,2502,210,2565863.00,1104,44.12,24.25,9.40
9-June-2017,1036.40,1048.15,1020.00,1024.65,1028.985007496251874062,1334,161,1372666.00,872,65.37,28.15,-11.75
8-June-2017,1030.30,1046.85,1005.15,1042.60,1037.184311574328030718,1823,164,1890787.00,939,51.51,41.70,12.30
7-June-2017,1062.00,1068.55,1040.00,1051.25,1055.130898645876077144,2437,239,2571354.00,1334,54.74,28.55,-10.75
6-June-2017,1100.25,1101.55,1056.80,1082.25,1071.724328930549637835,2347,138,2515337.00,628,26.76,44.75,-18.00
5-June-2017,1160.00,1192.00,1088.00,1091.35,1112.901256732495511669,2228,212,2479544.00,1151,51.66,104.00,-68.65
2-June-2017,1105.00,1109.00,1096.50,1104.30,1103.772839506172839506,405,40,447028.00,284,70.12,12.50,-0.70
1-June-2017,1110.00,1111.20,1100.00,1104.10,1107.236994219653179190,1557,97,1723968.00,828,53.18,11.20,-5.90
31-May-2017,1101.85,1111.00,1095.00,1109.35,1105.438703140830800405,3948,220,4364272.00,1638,41.49,16.00,7.50
30-May-2017,1098.10,1108.00,1092.90,1103.45,1100.814516129032258064,620,43,682505.00,450,72.58,15.10,5.35
29-May-2017,1100.00,1100.00,1087.55,1089.10,1091.108374384236453201,609,81,664485.00,290,47.62,12.45,-10.90
26-May-2017,1100.00,1100.00,1083.75,1093.80,1089.395629027738862426,3569,89,3888053.00,806,22.58,16.25,-6.20
25-May-2017,1095.00,1098.00,1073.70,1095.00,1093.571945233789718419,3871,99,4233217.00,3478,89.85,24.30,0.00
24-May-2017,1095.00,1106.00,1076.85,1094.90,1095.464451313755795981,1294,212,1417531.00,655,50.62,29.15,-0.10
23-May-2017,1110.50,1110.50,1068.00,1095.15,1085.844849405213869906,3951,178,4290173.00,921,23.31,42.50,-15.35
22-May-2017,1194.95,1194.95,1054.10,1101.55,1104.484885126964933494,1654,168,1826818.00,826,49.94,140.85,-93.40
19-May-2017,1060.00,1124.95,1060.00,1110.60,1112.298854041013268998,3316,149,3688383.00,751,22.65,64.95,50.60
18-May-2017,1053.00,1122.00,1053.00,1102.25,1106.553129074315514993,3068,230,3394905.00,1505,49.05,69.00,49.25
17-May-2017,1123.00,1140.95,1106.70,1114.80,1123.617283950617283950,6237,310,7008001.00,2277,36.51,34.25,-8.20
16-May-2017,1136.90,1145.00,1113.00,1117.75,1125.840526525727961707,12535,660,14112411.00,5924,47.26,32.00,-19.15
15-May-2017,1100.00,1194.20,1100.00,1116.40,1140.763266880506719720,49258,3067,56191717.00,12988,26.37,94.20,16.40
12-May-2017,1065.00,1116.85,1053.00,1071.80,1092.324803336176665718,10551,895,11525119.00,3719,35.25,63.85,6.80
11-May-2017,1024.00,1097.00,1015.55,1052.80,1055.165202288516550878,9788,708,10327957.00,2844,29.06,81.45,28.80
10-May-2017,1010.35,1035.80,1010.35,1023.70,1031.663685237166373281,105095,339,108422695.00,100947,96.05,25.45,13.35
9-May-2017,996.35,1018.00,991.50,1015.45,1002.536287425149700598,4175,287,4185589.00,1197,28.67,26.50,19.10
8-May-2017,991.75,1008.00,987.15,999.90,1000.123287671232876712,1898,88,1898234.00,1379,72.66,20.85,8.15
5-May-2017,1005.00,1007.00,990.00,998.85,995.035634413283986779,101054,123,100552331.00,100658,99.61,17.00,-6.15
4-May-2017,983.10,1004.00,975.50,989.45,991.801432958034800409,1954,186,1937980.00,588,30.09,28.50,6.35
3-May-2017,985.00,995.00,973.00,989.25,985.057305630026809651,2984,287,2939411.00,2022,67.76,22.00,4.25
2-May-2017,966.00,990.00,941.70,975.45,964.186208821887213847,3582,200,3453715.00,1711,47.77,48.30,9.45
28-April-2017,960.70,985.00,950.00,966.80,960.919043238270469181,1087,123,1044519.00,235,21.62,35.00,6.10
27-April-2017,965.30,968.00,954.60,960.45,958.417956656346749226,969,72,928707.00,679,70.07,13.40,-4.85
26-April-2017,960.05,973.00,950.05,951.25,963.340414507772020725,1930,106,1859247.00,1067,55.28,22.95,-8.80
25-April-2017,966.30,985.00,951.35,978.05,971.396530359355638166,4035,870,3919585.00,2868,71.08,33.65,11.75
24-April-2017,952.45,985.00,945.00,961.00,949.094427526850349191,109682,676,104098575.00,104627,95.39,40.00,8.55
21-April-2017,952.05,952.05,936.00,939.90,939.998121048236370143,100588,38,94552531.00,100360,99.77,16.05,-12.15
20-April-2017,930.25,959.00,927.15,938.45,940.282088469905728788,1379,149,1296649.00,605,43.87,31.85,8.20
19-April-2017,920.00,939.55,909.00,925.60,916.202964079377040944,3981,109,3647404.00,533,13.39,30.55,5.60
18-April-2017,918.45,933.25,913.00,924.30,918.011675824175824175,4368,152,4009875.00,3254,74.50,20.25,5.85
17-April-2017,934.00,937.25,916.00,920.20,924.861702127659574468,470,91,434685.00,263,55.96,21.25,-13.80
13-April-2017,933.05,940.00,920.00,934.25,931.658490566037735849,530,62,493779.00,382,72.08,20.00,1.20
12-April-2017,939.10,943.60,911.60,938.60,935.745819397993311036,897,95,839364.00,514,57.30,32.00,-0.50
11-April-2017,933.80,945.00,932.70,944.50,943.422764227642276422,738,33,696246.00,664,89.97,12.30,10.70
10-April-2017,927.50,939.10,925.30,939.10,931.769230769230769230,962,68,896362.00,194,20.17,13.80,11.60
7-April-2017,920.00,935.60,920.00,927.25,928.554285714285714285,1400,69,1299976.00,915,65.36,15.60,7.25
6-April-2017,938.25,940.45,921.55,931.95,931.905282331511839708,549,62,511616.00,342,62.30,18.90,-6.30
5-April-2017,943.00,949.20,932.20,935.15,940.543849549030896181,5211,145,4901174.00,4844,92.96,17.00,-7.85
3-April-2017,941.00,952.30,937.00,943.15,944.447724477244772447,3252,238,3071344.00,2281,70.14,15.30,2.15
31-March-2017,917.95,939.00,903.70,935.25,924.397849462365591397,930,182,859690.00,648,69.68,35.30,17.30
30-March-2017,901.70,943.00,895.00,921.40,925.820586927523343708,4498,486,4164341.00,1834,40.77,48.00,19.70
29-March-2017,899.50,904.00,886.20,895.90,895.327455919395465994,1588,175,1421780.00,665,41.88,17.80,-3.60
28-March-2017,901.90,902.85,887.00,896.20,894.878076702919290211,1747,165,1563352.00,1064,60.90,15.85,-5.70
27-March-2017,880.00,903.65,874.80,892.85,883.840755735492577597,741,56,654926.00,574,77.46,28.85,12.85
24-March-2017,889.95,889.95,882.00,883.70,885.442545109211775878,1053,106,932371.00,841,79.87,7.95,-6.25
23-March-2017,895.05,897.55,880.20,882.25,888.981927710843373493,166,39,147571.00,90,54.22,17.35,-12.80
22-March-2017,880.95,891.00,880.00,890.30,886.014869888475836431,807,145,715014.00,479,59.36,11.00,9.35
21-March-2017,902.75,902.75,878.30,884.75,891.494986631016042780,2992,68,2667353.00,2765,92.41,24.45,-18.00
20-March-2017,891.00,902.85,886.10,898.70,895.070048309178743961,828,170,741118.00,438,52.90,16.75,7.70
17-March-2017,896.00,900.00,880.00,888.15,886.270040080160320641,1996,258,1768995.00,1196,59.92,20.00,-7.85
16-March-2017,904.95,907.00,893.00,895.85,898.093841642228739002,682,79,612500.00,507,74.34,14.00,-9.10
15-March-2017,890.00,902.00,890.00,898.60,896.343729263437292634,3014,409,2701580.00,1757,58.29,12.00,8.60
14-March-2017,872.00,890.00,868.80,885.55,875.990858792398364204,4157,174,3641494.00,1729,41.59,21.20,13.55
10-March-2017,850.00,865.40,844.25,858.70,856.001050420168067226,1904,156,1629826.00,577,30.30,21.15,8.70
9-March-2017,855.85,864.15,848.05,859.00,856.650261780104712041,955,76,818101.00,214,22.41,16.10,3.15
8-March-2017,864.35,872.50,838.00,859.20,852.236586942469295410,1547,206,1318410.00,919,59.41,34.50,-5.15
7-March-2017,875.60,882.45,860.10,861.60,868.654545454545454545,495,101,429984.00,335,67.68,22.35,-14.00
6-March-2017,865.00,875.00,852.25,863.45,865.974282888229475766,1011,169,875500.00,535,52.92,22.75,-1.55
