Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-January-2019,694.40,708.90,685.15,707.30,695.444783834586466165,12768,223,8879439.00,441,3.45,23.75,12.90
28-January-2019,705.35,712.25,686.95,702.40,699.977324263038548752,1323,194,926070.00,799,60.39,25.30,-2.95
25-January-2019,711.45,723.25,702.85,711.35,710.781081081081081081,370,85,262989.00,134,36.22,20.40,-0.10
24-January-2019,710.00,723.00,707.00,719.45,718.303206997084548104,1029,134,739134.00,509,49.47,16.00,9.45
23-January-2019,729.35,729.35,704.50,706.90,717.475502119674751546,14389,389,10323755.00,2307,16.03,24.85,-22.45
22-January-2019,735.30,735.40,715.50,717.40,722.761379310344827586,725,75,524002.00,328,45.24,19.90,-17.90
21-January-2019,737.25,750.00,735.00,738.00,744.241903502974223397,6052,321,4504152.00,1286,21.25,15.00,0.75
18-January-2019,730.00,738.00,717.10,733.25,726.357290645758466732,9183,287,6670139.00,297,3.23,20.90,3.25
17-January-2019,738.00,740.00,712.20,716.80,729.359712230215827338,834,142,608286.00,284,34.05,27.80,-21.20
16-January-2019,719.00,732.00,714.45,728.25,725.379691591504218795,3437,304,2493130.00,1562,45.45,17.55,9.25
15-January-2019,717.30,719.35,708.20,709.00,710.931153184165232358,581,57,413051.00,253,43.55,11.15,-8.30
14-January-2019,700.00,717.00,697.95,712.65,707.331332992849846782,7832,142,5539819.00,327,4.18,19.05,12.65
11-January-2019,700.00,702.90,699.25,700.00,700.285580524344569288,1068,88,747905.00,929,86.99,3.65,0.00
10-January-2019,705.50,718.00,702.80,708.85,706.268551236749116607,283,62,199874.00,116,40.99,15.20,3.35
9-January-2019,708.00,708.00,698.50,699.65,701.476136363636363636,880,51,617299.00,709,80.57,9.50,-8.35
8-January-2019,715.00,716.00,694.05,708.75,704.732935866718671644,17947,291,12647842.00,639,3.56,21.95,-6.25
7-January-2019,720.00,721.05,714.10,714.60,715.739361702127659574,188,25,134559.00,156,82.98,6.95,-5.40
4-January-2019,718.90,724.75,715.00,716.05,717.623853211009174311,218,48,156442.00,140,64.22,9.75,-2.85
3-January-2019,721.40,738.00,721.00,727.20,730.288998510796723752,10744,297,7846225.00,548,5.10,17.00,5.80
2-January-2019,729.00,737.00,719.05,722.85,730.445024293683642253,5557,360,4059083.00,2232,40.17,17.95,-6.15
1-January-2019,694.00,730.00,694.00,720.40,715.492037820353321721,8038,225,5751125.00,854,10.62,36.00,26.40
31-December-2018,707.05,719.00,707.00,715.35,713.690909090909090909,165,37,117759.00,37,22.42,12.00,8.30
28-December-2018,719.20,727.75,711.00,712.10,714.576171875000000000,512,88,365863.00,304,59.38,16.75,-7.10
27-December-2018,732.90,733.00,710.90,721.80,722.571125765426283560,12738,207,9204111.00,385,3.02,22.10,-11.10
26-December-2018,735.05,738.00,714.00,718.70,726.471011595361855257,2501,283,1816904.00,534,21.35,24.00,-16.35
24-December-2018,732.00,737.75,724.90,729.65,730.597304530682469891,10462,161,7643509.00,294,2.81,12.85,-2.35
21-December-2018,750.00,761.70,744.60,749.95,750.130434782608695652,943,102,707373.00,239,25.34,17.10,-0.05
20-December-2018,752.00,758.85,737.50,752.45,751.832214765100671140,745,91,560115.00,257,34.50,21.35,0.45
19-December-2018,737.75,775.00,737.50,748.35,757.091354996934396076,11417,350,8643712.00,1066,9.34,37.50,10.60
18-December-2018,738.75,738.75,725.30,730.30,732.145348837209302325,172,34,125929.00,75,43.60,13.45,-8.45
17-December-2018,721.15,743.95,721.15,738.65,737.814356435643564356,404,69,298077.00,220,54.46,22.80,17.50
14-December-2018,744.00,753.95,721.35,731.30,741.358078602620087336,1145,198,848855.00,357,31.18,32.60,-12.70
13-December-2018,729.90,742.70,722.10,729.75,732.299880525686977299,837,166,612935.00,382,45.64,20.60,-0.15
12-December-2018,720.50,735.00,712.05,718.25,719.284786641929499072,1078,198,775389.00,484,44.90,22.95,-2.25
11-December-2018,708.20,720.00,707.10,710.60,712.919475030586141697,8991,122,6409859.00,318,3.54,12.90,2.40
10-December-2018,703.00,712.00,691.00,705.05,706.041818181818181818,550,80,388323.00,331,60.18,21.00,2.05
7-December-2018,712.60,719.00,710.00,713.70,712.887179487179487179,195,89,139013.00,153,78.46,9.00,1.10
6-December-2018,709.00,728.80,706.50,716.10,713.118685121107266435,2890,125,2060913.00,1656,57.30,22.30,7.10
5-December-2018,705.20,710.00,705.20,709.00,708.184242424242424242,825,46,584252.00,557,67.52,4.80,3.80
4-December-2018,697.15,715.00,697.10,705.95,704.829268292682926829,246,37,173388.00,148,60.16,17.90,8.80
3-December-2018,714.60,714.60,705.20,706.75,711.159763313609467455,507,48,360558.00,235,46.35,9.40,-7.85
30-November-2018,704.00,715.35,704.00,710.35,710.053706169551708832,6759,105,4799253.00,49,0.72,11.35,6.35
29-November-2018,703.50,706.30,699.50,700.55,700.003648325052173868,390042,140,273030823.00,388732,99.66,6.80,-2.95
28-November-2018,709.95,717.30,696.05,701.75,705.989390681003584229,6975,205,4924276.00,451,6.47,21.25,-8.20
27-November-2018,717.15,723.25,700.00,713.80,712.732698961937716262,1156,172,823919.00,622,53.81,23.25,-3.35
26-November-2018,718.20,722.35,695.30,715.25,705.946515397082658022,617,139,435569.00,353,57.21,27.05,-2.95
22-November-2018,722.10,738.70,721.35,726.50,729.688581314878892733,289,42,210880.00,65,22.49,17.35,4.40
21-November-2018,727.80,733.50,720.00,729.90,725.653071375279781148,8042,150,5835702.00,141,1.75,13.50,2.10
20-November-2018,739.05,743.90,709.05,721.15,731.308791994281629735,1399,157,1023101.00,560,40.03,34.85,-17.90
19-November-2018,696.45,729.10,696.45,725.90,717.844355377421509686,1497,187,1074613.00,505,33.73,32.65,29.45
16-November-2018,695.45,710.15,693.00,701.55,698.555195856264163159,3089,179,2157837.00,1637,52.99,17.15,6.10
15-November-2018,686.00,703.00,683.00,700.30,689.974305249228054697,9068,116,6256687.00,494,5.45,20.00,14.30
14-November-2018,699.95,710.00,680.20,696.20,693.671974522292993630,314,58,217813.00,115,36.62,29.80,-3.75
13-November-2018,681.40,700.00,681.25,695.10,694.326923076923076923,364,39,252735.00,211,57.97,18.75,13.70
12-November-2018,692.00,696.35,681.55,694.20,692.537735849056603773,3180,212,2202270.00,2541,79.91,14.80,2.20
9-November-2018,697.15,698.90,686.95,696.50,691.809116809116809116,351,50,242825.00,137,39.03,11.95,-0.65
7-November-2018,690.70,701.00,685.00,692.50,688.608695652173913043,92,27,63352.00,54,58.70,16.00,1.80
6-November-2018,692.00,693.05,672.10,678.00,685.908879523325098096,6881,163,4719739.00,235,3.42,20.95,-14.00
5-November-2018,669.00,737.00,669.00,691.60,690.491472868217054263,645,110,445367.00,114,17.67,68.00,22.60
2-November-2018,682.00,715.00,682.00,700.25,699.899038461538461538,832,117,582316.00,250,30.05,33.00,18.25
1-November-2018,673.00,682.00,669.45,678.40,677.336111111111111111,720,122,487682.00,506,70.28,12.55,5.40
31-October-2018,669.95,671.25,665.00,669.85,669.522222222222222222,180,25,120514.00,71,39.44,6.25,-0.10
30-October-2018,667.80,675.00,660.10,670.55,671.129370629370629370,572,86,383886.00,415,72.55,14.90,2.75
29-October-2018,670.00,681.30,650.00,666.30,650.416260315993897420,307411,528,199945113.00,300994,97.91,31.30,-3.70
26-October-2018,669.00,675.05,660.05,671.30,671.527102803738317757,1070,152,718534.00,682,63.74,15.00,2.30
25-October-2018,661.65,675.00,661.60,666.95,670.734528049866429207,8984,54,6025879.00,121,1.35,13.40,5.30
24-October-2018,673.00,677.00,668.00,674.90,673.178861788617886178,246,55,165602.00,127,51.63,9.00,1.90
23-October-2018,673.45,682.50,671.00,677.20,677.209267563527653213,669,89,453053.00,365,54.56,11.50,3.75
22-October-2018,685.00,700.00,663.75,679.15,677.163621163262868744,8373,197,5669891.00,370,4.42,36.25,-5.85
19-October-2018,709.00,709.00,677.00,685.30,686.530241935483870967,1984,218,1362076.00,1278,64.42,32.00,-23.70
17-October-2018,709.95,713.65,690.00,701.90,708.946808510638297872,282,54,199923.00,167,59.22,23.65,-8.05
16-October-2018,710.00,715.00,696.00,707.25,706.730313240983401971,8013,164,5663030.00,385,4.80,19.00,-2.75
15-October-2018,694.80,703.05,690.00,700.75,695.114537444933920704,908,88,631164.00,402,44.27,13.05,5.95
12-October-2018,691.15,707.75,689.00,694.80,696.753623188405797101,207,59,144228.00,32,15.46,18.75,3.65
11-October-2018,675.65,698.95,668.00,692.40,688.298905608755129958,1462,218,1006293.00,991,67.78,30.95,16.75
10-October-2018,696.90,700.10,688.00,691.45,692.509924215084806928,2771,262,1918945.00,1390,50.16,12.10,-5.45
9-October-2018,714.25,714.25,675.50,701.25,694.510801393728222996,1435,173,996623.00,731,50.94,38.75,-13.00
8-October-2018,708.00,712.90,682.00,695.40,697.629769194536033914,2123,241,1481068.00,1193,56.19,30.90,-12.60
5-October-2018,730.00,739.00,705.85,725.30,724.900881057268722466,2270,324,1645525.00,1261,55.55,33.15,-4.70
4-October-2018,738.05,741.25,723.45,738.70,731.251974156496769562,1393,144,1018634.00,595,42.71,17.80,0.65
3-October-2018,755.00,759.10,737.80,751.75,747.117647058823529411,782,124,584246.00,390,49.87,21.30,-3.25
1-October-2018,765.00,779.00,659.00,754.45,752.398514851485148514,4444,438,3343659.00,2175,48.94,120.00,-10.55
28-September-2018,783.55,786.00,757.00,772.45,767.090674688440051568,2327,203,1785020.00,1427,61.32,29.00,-11.10
27-September-2018,794.10,795.00,772.00,778.10,787.509213323883770375,8466,141,6667053.00,358,4.23,23.00,-16.00
26-September-2018,772.05,788.70,765.05,777.45,774.347133757961783439,314,35,243145.00,249,79.30,23.65,5.40
25-September-2018,780.95,786.70,763.35,771.55,771.408906882591093117,741,122,571614.00,483,65.18,23.35,-9.40
24-September-2018,791.20,791.20,772.05,775.55,779.563157894736842105,190,39,148117.00,95,50.00,19.15,-15.65
21-September-2018,800.85,807.00,771.80,801.80,796.658404337722695584,1291,241,1028486.00,608,47.10,35.20,0.95
19-September-2018,788.00,794.60,765.05,788.00,780.606927710843373493,1328,170,1036646.00,657,49.47,29.55,0.00
18-September-2018,790.00,799.95,776.70,791.45,790.667556742323097463,749,120,592210.00,479,63.95,23.25,1.45
17-September-2018,783.80,802.60,775.95,788.70,783.840099528548978522,15272,399,11970806.00,601,3.94,26.65,4.90
14-September-2018,801.40,801.40,792.45,799.50,794.155521892808194474,13863,71,11009378.00,366,2.64,8.95,-1.90
12-September-2018,799.45,800.00,777.00,786.20,785.214422934830796512,6767,123,5313546.00,164,2.42,23.00,-13.25
11-September-2018,804.80,806.95,797.35,798.90,798.971518987341772151,316,37,252475.00,173,54.75,9.60,-5.90
10-September-2018,808.00,808.00,793.05,797.60,801.103092783505154639,291,52,233121.00,137,47.08,14.95,-10.40
7-September-2018,806.15,814.30,796.00,808.35,806.000000000000000000,268,69,216008.00,121,45.15,18.30,2.20
6-September-2018,807.50,812.00,803.90,810.85,809.541262135922330097,412,40,333531.00,242,58.74,8.10,3.35
5-September-2018,806.00,807.90,800.00,805.00,803.445244956772334293,694,74,557591.00,492,70.89,7.90,-1.00
4-September-2018,806.00,807.75,798.00,803.85,803.436619718309859154,426,52,342264.00,232,54.46,9.75,-2.15
3-September-2018,810.35,810.35,799.65,808.50,807.473002159827213822,926,51,747720.00,665,71.81,10.70,-1.85
31-August-2018,814.45,814.45,795.00,796.60,799.573375262054507337,954,128,762793.00,794,83.23,19.45,-17.85
30-August-2018,812.80,813.35,800.20,806.65,806.551601423487544483,562,54,453282.00,361,64.23,13.15,-6.15
29-August-2018,802.00,819.30,800.55,813.40,812.049656226126814362,2618,310,2125946.00,2223,84.91,18.75,11.40
28-August-2018,802.00,804.95,795.00,798.30,798.825503355704697986,596,68,476100.00,346,58.05,9.95,-3.70
27-August-2018,795.80,801.85,791.10,797.00,797.732104121475054229,1844,115,1471018.00,799,43.33,10.75,1.20
24-August-2018,793.35,800.30,779.65,799.10,792.986172428154935443,24010,160,19039598.00,904,3.77,20.65,5.75
23-August-2018,807.55,813.90,785.00,793.35,797.593571798859512700,3858,266,3077116.00,2385,61.82,28.90,-14.20
21-August-2018,790.00,805.20,789.65,801.15,798.978210116731517509,1285,121,1026687.00,858,66.77,15.55,11.15
20-August-2018,786.10,789.30,780.00,783.85,784.080194410692588092,823,50,645298.00,637,77.40,9.30,-2.25
17-August-2018,784.95,790.00,777.20,786.50,781.949921752738654147,1278,120,999332.00,675,52.82,12.80,1.55
16-August-2018,783.00,784.95,774.35,777.40,777.123809523809523809,210,43,163196.00,119,56.67,10.60,-5.60
14-August-2018,760.00,782.00,760.00,777.90,772.201962387571545380,1223,161,944403.00,686,56.09,22.00,17.90
13-August-2018,770.35,770.45,750.00,752.45,757.048252911813643926,1202,107,909972.00,591,49.17,20.45,-17.90
10-August-2018,784.00,786.95,765.05,770.55,779.878915826750204304,7342,144,5725871.00,611,8.32,21.90,-13.45
9-August-2018,775.45,791.65,775.45,784.65,783.544632768361581920,885,82,693437.00,454,51.30,16.20,9.20
8-August-2018,797.00,797.00,729.00,779.75,777.909809084924292297,3038,93,2363290.00,511,16.82,68.00,-17.25
7-August-2018,767.00,777.55,764.90,776.15,770.523966639171478324,21822,164,16814374.00,20623,94.51,12.65,9.15
6-August-2018,760.15,767.00,760.10,762.00,763.108887580929958799,1699,63,1296522.00,906,53.33,6.90,1.85
3-August-2018,765.50,780.00,760.00,762.75,768.691338582677165354,1270,158,976238.00,620,48.82,20.00,-2.75
2-August-2018,799.00,800.00,748.05,757.35,762.128918099089989888,1978,298,1507491.00,913,46.16,51.95,-41.65
1-August-2018,773.00,778.60,765.50,769.55,771.508093525179856115,1112,116,857917.00,691,62.14,13.10,-3.45
31-July-2018,771.50,776.55,763.00,765.90,767.485507246376811594,2070,179,1588695.00,957,46.23,13.55,-5.60
30-July-2018,755.00,790.00,755.00,771.70,770.038436692506459948,3096,338,2384039.00,948,30.62,35.00,16.70
27-July-2018,810.00,810.00,796.55,799.85,801.035714285714285714,5292,370,4239081.00,4019,75.94,13.45,-10.15
26-July-2018,755.00,810.00,755.00,796.40,795.776699029126213592,1442,238,1147510.00,842,58.39,55.00,41.40
25-July-2018,794.00,794.00,760.00,765.70,778.123117223313686967,3054,362,2376388.00,2449,80.19,34.00,-28.30
24-July-2018,756.10,799.40,756.10,778.70,789.471366300916879603,26612,319,21009412.00,1819,6.84,43.30,22.60
23-July-2018,766.65,766.65,750.00,752.00,754.125996810207336523,627,56,472837.00,358,57.10,16.65,-14.65
20-July-2018,767.30,769.95,760.00,760.95,764.036480686695278969,466,43,356041.00,247,53.00,9.95,-6.35
19-July-2018,775.00,778.30,770.00,775.45,773.210597641956904729,7379,144,5705521.00,631,8.55,8.30,0.45
18-July-2018,795.00,795.00,780.50,788.75,787.966609589041095890,1168,148,920345.00,653,55.91,14.50,-6.25
17-July-2018,793.25,799.95,765.20,779.30,775.615810276679841897,1265,145,981154.00,885,69.96,34.75,-13.95
16-July-2018,804.20,820.00,760.00,786.85,790.581813576494427558,3948,551,3121217.00,906,22.95,60.00,-17.35
13-July-2018,817.00,817.00,783.25,805.65,796.813304721030042918,1864,250,1485260.00,944,50.64,33.75,-11.35
12-July-2018,831.70,833.40,818.00,820.70,823.370317002881844380,694,87,571419.00,400,57.64,15.40,-11.00
11-July-2018,845.45,845.45,813.55,822.20,832.902876963884921444,4901,275,4082057.00,2705,55.19,31.90,-23.25
10-July-2018,860.30,860.30,846.00,848.45,851.413366336633663366,808,100,687942.00,594,73.51,14.30,-11.85
9-July-2018,862.65,862.65,841.90,849.45,849.660826909600560616,1427,195,1212466.00,511,35.81,20.75,-13.20
6-July-2018,859.70,864.90,854.85,860.55,859.819672131147540983,244,46,209796.00,137,56.15,10.05,0.85
5-July-2018,864.90,864.90,855.00,858.40,856.535754008712577625,86312,120,73929314.00,649,0.75,9.90,-6.50
4-July-2018,854.65,864.90,844.35,861.25,851.942050520059435364,673,77,573357.00,289,42.94,20.55,6.60
3-July-2018,860.00,864.90,851.30,854.05,855.334578441835645677,1874,257,1602897.00,1543,82.34,13.60,-5.95
2-July-2018,867.70,875.00,856.30,859.60,862.605612998522895125,677,145,583984.00,473,69.87,18.70,-8.10
29-June-2018,860.00,875.00,860.00,871.85,870.797079930710220242,4041,524,3518891.00,3736,92.45,15.00,11.85
28-June-2018,870.00,874.00,860.00,861.35,868.501157880397765971,7341,65,6375667.00,752,10.24,14.00,-8.65
27-June-2018,886.00,889.95,871.00,874.95,876.482026143790849673,612,127,536407.00,383,62.58,18.95,-11.05
26-June-2018,878.65,889.30,870.00,888.15,878.535335689045936395,566,224,497251.00,260,45.94,19.30,9.50
25-June-2018,892.40,899.50,880.00,884.05,889.907066456251095914,5703,144,5075140.00,412,7.22,19.50,-8.35
22-June-2018,864.65,884.90,855.25,877.60,869.212692967409948542,583,91,506751.00,373,63.98,29.65,12.95
21-June-2018,886.10,890.00,865.75,871.65,874.117201426024955436,2244,145,1961519.00,1201,53.52,24.25,-14.45
20-June-2018,890.10,890.10,877.30,877.90,881.944237918215613382,807,118,711729.00,566,70.14,12.80,-12.20
19-June-2018,905.30,917.35,888.20,893.65,898.676962676962676962,1554,299,1396544.00,1221,78.57,29.15,-11.65
18-June-2018,920.45,920.45,907.00,908.55,912.242902208201892744,634,78,578362.00,522,82.33,13.45,-11.90
15-June-2018,921.00,925.00,905.30,914.80,910.076040348441473873,81391,122,74071999.00,80809,99.28,19.70,-6.20
14-June-2018,912.00,930.65,912.00,918.45,919.882533197139938712,1958,87,1801130.00,390,19.92,18.65,6.45
13-June-2018,918.25,941.35,910.05,920.80,917.706980632576285355,7177,259,6586383.00,640,8.92,31.30,2.55
12-June-2018,924.00,924.00,905.00,911.15,913.671924290220820189,317,91,289634.00,254,80.13,19.00,-12.85
11-June-2018,911.05,924.60,908.00,910.20,913.772588832487309644,985,165,900066.00,877,89.04,16.60,-0.85
8-June-2018,915.00,931.10,912.30,915.95,918.125000000000000000,136,33,124865.00,78,57.35,18.80,0.95
7-June-2018,923.60,927.50,906.60,914.90,921.224035608308605341,674,70,620905.00,280,41.54,20.90,-8.70
6-June-2018,906.70,915.00,901.90,911.35,908.649193548387096774,496,47,450690.00,311,62.70,13.10,4.65
5-June-2018,935.45,935.45,912.40,913.65,920.546250999200639488,31275,62,28790084.00,25115,80.30,23.05,-21.80
4-June-2018,933.55,953.45,925.00,935.30,934.027777777777777777,288,41,269000.00,134,46.53,28.45,1.75
1-June-2018,939.00,948.15,922.00,938.75,934.173310225303292894,577,127,539018.00,279,48.35,26.15,-0.25
31-May-2018,942.05,960.00,925.55,942.45,948.492606388982955186,8859,105,8402696.00,368,4.15,34.45,0.40
30-May-2018,940.05,959.70,939.00,948.15,951.096622152395915161,1273,156,1210746.00,512,40.22,20.70,8.10
29-May-2018,949.95,971.00,949.95,954.20,962.113244901999604038,10102,113,9719268.00,87,0.86,21.05,4.25
28-May-2018,944.40,960.00,943.45,949.80,950.879432624113475177,282,63,268148.00,159,56.38,16.55,5.40
25-May-2018,929.60,956.25,929.60,940.50,940.667984189723320158,506,68,475978.00,402,79.45,26.65,10.90
24-May-2018,939.10,955.10,933.90,941.15,943.385012919896640826,387,72,365090.00,290,74.94,21.20,2.05
23-May-2018,944.95,947.05,930.00,940.05,938.333815028901734104,1384,134,1298654.00,796,57.51,17.05,-4.90
22-May-2018,960.00,960.00,935.50,940.30,951.419694072657743785,2092,175,1990370.00,1753,83.80,24.50,-19.70
21-May-2018,960.70,971.55,951.00,957.95,959.566193853427895981,846,166,811793.00,602,71.16,20.55,-2.75
18-May-2018,965.30,972.00,954.00,968.80,967.952148982595016999,177363,377,171678897.00,175790,99.11,18.00,3.50
17-May-2018,970.00,987.00,959.00,972.05,966.823815028901734104,4325,804,4181513.00,2786,64.42,28.00,2.05
16-May-2018,955.05,981.25,950.00,976.05,967.736708000679463224,5887,142,5697066.00,320,5.44,31.25,21.00
15-May-2018,954.40,982.35,945.00,957.05,967.629388816644993498,769,183,744107.00,228,29.65,37.35,2.65
14-May-2018,1004.40,1004.40,950.00,968.00,980.862712429190269910,3001,314,2943569.00,1432,47.72,54.40,-36.40
11-May-2018,994.95,1011.85,994.95,1004.40,1006.716248223590715300,2111,268,2125178.00,1352,64.05,16.90,9.45
10-May-2018,987.95,1024.00,987.95,1005.95,1004.030030030030030030,1998,121,2006052.00,947,47.40,36.05,18.00
9-May-2018,994.05,1025.00,989.00,999.10,994.415430267062314540,337,60,335118.00,234,69.44,36.00,5.05
8-May-2018,1014.60,1014.60,995.00,1000.45,1007.306869009584664536,6260,110,6305741.00,242,3.87,19.60,-14.15
7-May-2018,989.25,1009.95,986.95,1006.25,1000.266247379454926624,477,87,477127.00,208,43.61,23.00,17.00
4-May-2018,980.80,999.15,970.20,989.15,983.297526186761756184,4487,143,4412056.00,347,7.73,28.95,8.35
3-May-2018,990.00,1009.00,975.00,989.30,987.603755868544600938,1065,97,1051798.00,228,21.41,34.00,-0.70
2-May-2018,1010.00,1010.45,990.05,995.85,1000.023148148148148148,1296,94,1296030.00,1039,80.17,20.40,-14.15
30-April-2018,983.15,1004.70,983.10,998.90,991.039513677811550151,1316,121,1304208.00,815,61.93,21.60,15.75
27-April-2018,969.05,984.50,959.90,981.45,974.077369439071566731,1034,97,1007196.00,555,53.68,24.60,12.40
26-April-2018,947.90,969.50,947.90,962.80,960.180272108843537414,294,38,282293.00,189,64.29,21.60,14.90
25-April-2018,960.00,969.05,957.00,962.15,960.833962264150943396,265,47,254621.00,155,58.49,12.05,2.15
24-April-2018,965.95,967.85,945.00,960.20,961.709569909538168544,6301,139,6059732.00,928,14.73,22.85,-5.75
23-April-2018,958.00,970.00,950.05,964.45,958.468827930174563591,401,51,384346.00,264,65.84,19.95,6.45
20-April-2018,953.05,963.40,948.00,958.55,954.911646586345381526,249,51,237773.00,141,56.63,15.40,5.50
19-April-2018,929.40,965.00,929.40,956.45,949.975585937500000000,1024,97,972775.00,525,51.27,35.60,27.05
18-April-2018,933.00,947.30,910.25,936.75,936.185539606592238171,1881,157,1760965.00,1020,54.23,37.05,3.75
17-April-2018,960.70,973.80,929.70,936.60,957.360410359905819038,5946,413,5692465.00,1811,30.46,44.10,-24.10
16-April-2018,945.45,972.45,942.65,958.10,954.129692832764505119,879,106,838680.00,510,58.02,29.80,12.65
13-April-2018,968.35,977.00,952.05,960.30,964.643266475644699140,1396,135,1346642.00,933,66.83,24.95,-8.05
12-April-2018,962.10,985.00,954.05,960.65,960.640000000000000000,850,102,816544.00,541,63.65,30.95,-1.45
11-April-2018,940.00,980.00,932.00,973.45,959.152025489303595812,2197,259,2107257.00,1559,70.96,48.00,33.45
10-April-2018,960.00,960.00,943.60,950.85,950.320812182741116751,985,148,936066.00,728,73.91,16.40,-9.15
9-April-2018,978.05,984.90,943.95,958.40,957.220774647887323943,8520,576,8155521.00,5383,63.18,40.95,-19.65
6-April-2018,989.15,993.85,975.00,977.05,979.802656546489563567,2108,126,2065424.00,1737,82.40,18.85,-12.10
5-April-2018,998.90,998.90,980.10,987.95,986.687017543859649122,1425,154,1406029.00,819,57.47,18.80,-10.95
4-April-2018,1004.95,1005.00,987.25,998.75,1001.447396386822529224,941,101,942362.00,593,63.02,17.75,-6.20
3-April-2018,1006.35,1014.85,995.00,999.75,1004.850351161534305780,1851,126,1859978.00,1458,78.77,19.85,-6.60
2-April-2018,1010.00,1015.00,992.50,1008.35,1008.210304942166140904,951,93,958808.00,727,76.45,22.50,-1.65
28-March-2018,1013.35,1026.95,1000.50,1016.60,1010.163992869875222816,561,72,566702.00,202,36.01,26.45,3.25
27-March-2018,999.55,1015.00,987.10,1010.30,997.654753221492827619,8226,281,8206708.00,2228,27.08,27.90,10.75
26-March-2018,1000.10,1009.90,990.00,997.55,1003.921860782173914403,319801,290,321055215.00,317994,99.43,19.90,-2.55
23-March-2018,1000.00,1016.00,999.60,1014.70,1007.617021276595744680,611,82,615654.00,296,48.45,16.40,14.70
22-March-2018,1003.50,1015.00,1000.30,1013.45,1009.005464480874316939,549,58,553944.00,320,58.29,14.70,9.95
21-March-2018,1012.10,1015.00,1004.35,1014.35,1012.679506933744221879,649,62,657229.00,328,50.54,10.65,2.25
20-March-2018,1008.95,1016.45,1004.15,1012.00,1010.420155038759689922,645,83,651721.00,303,46.98,12.30,3.05
19-March-2018,1022.30,1047.00,998.85,1027.25,1009.688568173186479301,2633,206,2658510.00,1228,46.64,48.15,4.95
16-March-2018,1040.00,1043.00,1024.95,1034.05,1037.438735177865612648,253,71,262472.00,173,68.38,18.05,-5.95
15-March-2018,1017.00,1048.00,1015.05,1040.55,1034.823317307692307692,1664,185,1721946.00,817,49.10,32.95,23.55
14-March-2018,981.05,1015.00,981.05,1007.45,1003.846045197740112994,708,95,710723.00,495,69.92,33.95,26.40
13-March-2018,1005.00,1006.50,975.40,990.90,986.857075471698113207,2120,251,2092137.00,1307,61.65,31.10,-14.10
12-March-2018,1006.55,1016.70,985.00,1003.85,995.528416085350841198,9748,201,9704411.00,9105,93.40,31.70,-2.70
9-March-2018,1025.95,1025.95,994.70,1006.55,1001.484079491725768321,27072,293,27112177.00,26048,96.22,31.25,-19.40
8-March-2018,1004.80,1043.05,996.85,1022.25,1020.048000000000000000,7125,187,7267842.00,6406,89.91,46.20,17.45
7-March-2018,1010.90,1022.00,1003.05,1016.35,1014.898420103912628565,9431,185,9571507.00,687,7.28,18.95,5.45
6-March-2018,1018.00,1030.00,1002.20,1021.65,1018.909779614325068870,1452,223,1479457.00,959,66.05,27.80,3.65
5-March-2018,1016.25,1023.00,1006.20,1012.10,1016.753700414446417998,6756,89,6869188.00,186,2.75,16.80,-4.15
1-March-2018,1021.50,1030.00,1005.00,1025.55,1025.224263869581700998,39565,160,40562998.00,38732,97.89,25.00,4.05
28-February-2018,1005.05,1024.55,991.60,1012.10,1008.514259429622815087,1087,234,1096255.00,743,68.35,32.95,7.05
27-February-2018,1009.25,1055.00,1001.00,1027.15,1015.096607503931700741,4451,169,4518195.00,389,8.74,54.00,17.90
26-February-2018,1023.85,1024.90,1007.85,1013.10,1017.099630996309963099,542,116,551268.00,305,56.27,17.05,-10.75
23-February-2018,1019.95,1038.70,1012.50,1026.70,1019.125359576078728236,6605,98,6731323.00,210,3.18,26.20,6.75
22-February-2018,1045.00,1045.00,1004.40,1015.55,1013.366032210834553440,683,100,692129.00,304,44.51,40.60,-29.45
21-February-2018,1017.50,1049.75,1017.50,1038.10,1035.112456747404844290,1734,140,1794885.00,1227,70.76,32.25,20.60
20-February-2018,1028.90,1060.00,1017.80,1028.90,1026.539007092198581560,705,84,723710.00,336,47.66,42.20,0.00
19-February-2018,1026.10,1044.70,1001.20,1030.90,1022.445783132530120481,913,168,933493.00,364,39.87,43.50,4.80
16-February-2018,1028.00,1029.95,1016.70,1020.40,1023.737365368682684341,1207,156,1235651.00,759,62.88,13.25,-7.60
15-February-2018,1029.55,1044.50,1020.00,1025.75,1034.209071274298056155,4630,95,4788388.00,381,8.23,24.50,-3.80
14-February-2018,1030.00,1036.95,1024.00,1030.40,1029.682137834036568213,711,188,732104.00,449,63.15,12.95,0.40
12-February-2018,1035.00,1050.00,1019.75,1026.00,1034.827524038461538461,1664,217,1721953.00,837,50.30,30.25,-9.00
9-February-2018,1035.75,1049.00,1010.00,1028.45,1029.031914893617021276,2256,208,2321496.00,1371,60.77,39.00,-7.30
8-February-2018,1030.00,1051.00,1021.45,1039.00,1028.995590666911629616,5443,348,5600823.00,948,17.42,29.55,9.00
7-February-2018,1070.00,1070.00,1011.00,1029.85,1044.037111334002006018,997,147,1040905.00,528,52.96,59.00,-40.15
